epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
1,0.0034256777726113796,0.06845049560070038,0.09135858714580536,0.0033933809027075768,0.06769468635320663,0.08983153849840164
2,0.0030643988866358995,0.06386515498161316,0.08513054251670837,0.003216544631868601,0.06534537672996521,0.08712099492549896
3,0.0029214825481176376,0.06214282289147377,0.08271127194166183,0.0031029912643134594,0.06390880048274994,0.08541905134916306
4,0.002833036473020911,0.061026737093925476,0.08116641640663147,0.0030123796314001083,0.06277913600206375,0.08385521918535233
5,0.0027387214358896017,0.05962716415524483,0.079651840031147,0.0029968235176056623,0.06235882639884949,0.08390061557292938
6,0.0026872192975133657,0.058969832956790924,0.07869184762239456,0.0029345962684601545,0.061737749725580215,0.0826973170042038
7,0.0026384706143289804,0.05842616409063339,0.0779368206858635,0.0029120168182998896,0.0613165982067585,0.08242791891098022
8,0.0026041262317448854,0.057965196669101715,0.07730285078287125,0.0028849367517977953,0.060966361314058304,0.08208205550909042
9,0.002517946995794773,0.05685150623321533,0.07581603527069092,0.0028876967262476683,0.06091304495930672,0.08221998810768127
10,0.0025318863335996866,0.05697852000594139,0.07603335380554199,0.002846124116331339,0.06046418100595474,0.0813838317990303
11,0.0024730642326176167,0.056289415806531906,0.07494489848613739,0.0028230545576661825,0.060103029012680054,0.08106456696987152
12,0.0024711661972105503,0.05614807829260826,0.07501387596130371,0.002807981101796031,0.05990823730826378,0.08081642538309097
13,0.0024240068159997463,0.05546429008245468,0.07415439933538437,0.00282897986471653,0.06004365161061287,0.08139407634735107
14,0.0024071582593023777,0.05540068447589874,0.07384517788887024,0.0027928801719099283,0.05969732254743576,0.08058382570743561
15,0.0024031216744333506,0.05537940189242363,0.07371901720762253,0.002785234246402979,0.05962003767490387,0.08040846139192581
