epoch,phase,train_loss,train_mos_loss,train_distill_loss,train_rank_loss,val_unified_loss,val_unified_mae_100,val_unified_rmse_100,val_unified_srcc,val_unified_plcc,val_unified_bias_100,val_unified_pred_mean,val_unified_pred_std,val_unified_target_mean,val_unified_target_std,val_unified_std_ratio,val_unified_mode_collapse,quick_flive_unified_mae_100,quick_flive_unified_rmse_100,quick_flive_unified_srcc,quick_flive_unified_plcc,quick_flive_unified_bias_100,quick_flive_unified_pred_mean,quick_flive_unified_pred_std,quick_flive_unified_target_mean,quick_flive_unified_target_std,quick_flive_unified_std_ratio,quick_flive_unified_mode_collapse,quick_flive_teacher_mae_100,quick_flive_teacher_srcc,quick_flive_teacher_bias_100,val_spaq_teacher_mae_100,val_spaq_teacher_srcc,val_spaq_teacher_bias_100,val_spaq_teacher_std_ratio,val_spaq_teacher_sample_count,val_koniq_teacher_mae_100,val_koniq_teacher_srcc,val_koniq_teacher_bias_100,val_koniq_teacher_std_ratio,val_koniq_teacher_sample_count,val_flive_teacher_mae_100,val_flive_teacher_srcc,val_flive_teacher_bias_100,val_flive_teacher_std_ratio,val_flive_teacher_sample_count,secondary_ok
0,initial,,,,,0.00314593042002863,6.409858912229538,8.691637963056564,0.7441055676755858,0.8704085350036621,0.7718163076788187,0.6315293312072754,0.15005727112293243,0.6238111853599548,0.17574390769004822,0.8538405290701845,False,4.756700620055199,6.5109871327877045,0.42130857397234567,0.5651266574859619,-1.3011520728468895,0.7063918113708496,0.0710032507777214,0.7194033861160278,0.06539670377969742,1.0857313392569574,False,4.441610723733902,0.4728978278556612,-1.1234808713197708,8.575082570314407,0.8698826944238265,0.5916338413953781,0.8159899680329438,512,5.966947600245476,0.8452521095716742,0.20344399381428957,0.9360744908248722,512,4.441610723733902,0.4728978278556612,-1.1234808713197708,0.9140479802839042,1024,True
1,train,0.005812989082187414,0.002605021931231022,0.0016062764916568995,0.5452163219451904,0.0031385006184254105,6.4139604568481445,8.661123365163803,0.7466005960427715,0.8702276945114136,0.22779209539294243,0.6260891556739807,0.1525086611509323,0.6238111853599548,0.17574390769004822,0.8677891777614568,False,4.950463771820068,6.770123541355133,0.4364870963271582,0.5699865221977234,-1.8078252673149109,0.7013251185417175,0.07427996397018433,0.7194033861160278,0.06539670377969742,1.1358365128067012,False,4.448264092206955,0.47280733674272224,-1.128160022199154,8.56737494468689,0.8699096955492016,0.618257699534297,0.8183814082210005,512,5.96151277422905,0.845025327868465,0.20883905235677958,0.9375916698977999,512,4.448264092206955,0.47280733674272224,-1.128160022199154,0.9156517587161661,1024,True
2,train,0.005893120542168617,0.0026955646462738514,0.0016876194858923554,0.5382542014122009,0.003173718672090555,6.442555785179138,8.7398961186409,0.7474900755039791,0.869583010673523,1.0166747495532036,0.6339778900146484,0.15071630477905273,0.6238111853599548,0.17574390769004822,0.8575904949425868,False,4.8262156546115875,6.594197452068329,0.4490048324511837,0.5750757455825806,-1.2711171060800552,0.7066922187805176,0.07400045543909073,0.7194033861160278,0.06539670377969742,1.1315624666401667,False,4.452679678797722,0.4726086420650365,-1.1359870433807373,8.570381999015808,0.8696965028887492,0.6445582024753094,0.8187911276041606,512,5.958755314350128,0.8450951102928113,0.21645703818649054,0.937626180918148,512,4.452679678797722,0.4726086420650365,-1.1359870433807373,0.9164045445363813,1024,True
3,train,0.005701808724552393,0.0025732398498803377,0.0016041870694607496,0.529462993144989,0.003143053272425286,6.431832164525986,8.644254505634308,0.7494800950053,0.871086597442627,-0.46984078362584114,0.6191128492355347,0.15363749861717224,0.6238111853599548,0.17574390769004822,0.8742123732000766,False,5.219355225563049,7.110950350761414,0.4481008600958443,0.5738850235939026,-2.5765765458345413,0.6936376094818115,0.07657467573881149,0.7194033861160278,0.06539670377969742,1.1709256172416491,False,4.45658415555954,0.47247657535226373,-1.139621902257204,8.563244342803955,0.8698090671829448,0.6464201956987381,0.8201854807559863,512,5.956790596246719,0.8449747680209724,0.2097130287438631,0.9384438122813156,512,4.45658415555954,0.47247657535226373,-1.139621902257204,0.9175508980623754,1024,True
4,train,0.005665886215865612,0.0025516427122056484,0.0015667122788727283,0.5288459658622742,0.00312582491851319,6.390263140201569,8.641551434993744,0.7488149467753508,0.8710668087005615,0.39315931499004364,0.6277427673339844,0.15417036414146423,0.6238111853599548,0.17574390769004822,0.877244430079293,False,4.976985976099968,6.811785697937012,0.4459648026786353,0.5741056799888611,-1.66297797113657,0.7027735710144043,0.07622746378183365,0.7194033861160278,0.06539670377969742,1.1656162983171434,False,4.4608090072870255,0.4723233875438095,-1.1423099786043167,8.558608591556549,0.8698431315166132,0.6791321560740471,0.8219767560104905,512,5.952301621437073,0.8449611334025063,0.21729422733187675,0.9395995583708672,512,4.4608090072870255,0.4723233875438095,-1.1423099786043167,0.9188625055924894,1024,True
5,train,0.005778673570603132,0.0025360228028148413,0.0016258774558082223,0.5509764552116394,0.003151160221640208,6.4186736941337585,8.684306591749191,0.7492576932710344,0.870162844657898,0.645824708044529,0.630269467830658,0.15354837477207184,0.6238111853599548,0.17574390769004822,0.8737052498165588,False,4.968536272644997,6.79854154586792,0.44938615352979044,0.5742902159690857,-1.477440819144249,0.7046289443969727,0.07676776498556137,0.7194033861160278,0.06539670377969742,1.1738782010201885,False,4.461606591939926,0.4723026562835276,-1.1411451734602451,8.56020376086235,0.869853055771304,0.6882117595523596,0.8221228238946968,512,5.95083087682724,0.8449587194044827,0.21306723356246948,0.9399981140193745,512,4.461606591939926,0.4723026562835276,-1.1411451734602451,0.9192474146948122,1024,True
6,train,0.005710090044885874,0.002555560553446412,0.001594892586581409,0.5352123975753784,0.0031282925049750214,6.402375549077988,8.636700361967087,0.7505336404935818,0.8709223866462708,0.00020356965251266956,0.6238131523132324,0.15375307202339172,0.6238111853599548,0.17574390769004822,0.8748699971697411,False,5.109436810016632,6.984070688486099,0.45369807685430225,0.57579505443573,-2.1247966215014458,0.698155403137207,0.0772458091378212,0.7194033861160278,0.06539670377969742,1.1811881130590312,False,4.461506009101868,0.4722905038319039,-1.1436790227890015,8.562228828668594,0.8697973100704057,0.6771795451641083,0.8214119556047204,512,5.95269650220871,0.844916832068408,0.20710877142846584,0.9394188885156931,512,4.461506009101868,0.4722905038319039,-1.1436790227890015,0.9190325446143087,1024,True
7,train,0.005450505297631025,0.0023814213927835226,0.0015604960499331355,0.5201873779296875,0.003131132966036361,6.404945254325867,8.64509716629982,0.7501738073732191,0.8706967830657959,0.1685567549429834,0.6254967451095581,0.15316537022590637,0.6238111853599548,0.17574390769004822,0.8715259165400907,False,5.0645191222429276,6.924174726009369,0.45347569916315,0.5770014524459839,-2.0385075360536575,0.6990182399749756,0.0767979547381401,0.7194033861160278,0.06539670377969742,1.1743398412991914,False,4.458556696772575,0.47242093063800866,-1.1401205323636532,8.565174043178558,0.8697801437920215,0.6618793122470379,0.8203922325186053,512,5.954793840646744,0.8450605990618085,0.20350974518805742,0.9386280265115524,512,4.458556696772575,0.47242093063800866,-1.1401205323636532,0.9182714419776159,1024,True
8,train,0.005539432168006897,0.0024569567758589983,0.0015792675549164414,0.5217384696006775,0.0031412029454144837,6.413309276103973,8.67675244808197,0.7503568652274698,0.8702802658081055,0.5818771664053202,0.6296299695968628,0.15174798667430878,0.6238111853599548,0.17574390769004822,0.8634608656929378,False,4.955555126070976,6.78044855594635,0.4574135837738872,0.5791195631027222,-1.7163138836622238,0.7022402286529541,0.07608863711357117,0.7194033861160278,0.06539670377969742,1.1634934593934854,False,4.458273574709892,0.4724822428443128,-1.1420892551541328,8.569307625293732,0.8696926136538028,0.650907913222909,0.8194470914327161,512,5.956445634365082,0.8451304261898221,0.20851308945566416,0.9374734929713643,512,4.458273574709892,0.4724822428443128,-1.1420892551541328,0.9179515293657106,1024,True
9,train,0.005773076321929693,0.0026731430552899837,0.0016365684568881989,0.521792471408844,0.003145341344361728,6.437268853187561,8.656446635723114,0.7494649845246256,0.8710142374038696,-0.5605950020253658,0.6182053089141846,0.15593022108078003,0.6238111853599548,0.17574390769004822,0.8872581879525934,False,5.296536907553673,7.234920561313629,0.457205571400472,0.5785367488861084,-2.655627205967903,0.6928470730781555,0.07886955887079239,0.7194033861160278,0.06539670377969742,1.2060173420434328,False,4.462224990129471,0.4724435617981546,-1.1434020474553108,8.557887375354767,0.8696268542905137,0.6544692441821098,0.8218660526540665,512,5.951293557882309,0.8450702103502354,0.1966826617717743,0.9395745611993718,512,4.462224990129471,0.4724435617981546,-1.1434020474553108,0.919581568430823,1024,True
10,train,0.005597961135208607,0.002481833565980196,0.001530341454781592,0.531404972076416,0.0031436071412627607,6.41709566116333,8.665125072002411,0.7496354005438328,0.8700993061065674,0.018648852710612118,0.623997688293457,0.15523158013820648,0.6238111853599548,0.17574390769004822,0.8832828527517527,False,5.155777931213379,7.078513503074646,0.4579740473678563,0.5787328481674194,-2.178751491010189,0.6976158618927002,0.07897533476352692,0.7194033861160278,0.06539670377969742,1.2076347919548358,False,4.461560025811195,0.4722743924790787,-1.1413350701332092,8.55853483080864,0.8696332916449078,0.6636432372033596,0.8216661123471878,512,5.952569842338562,0.8449792830913496,0.20305702928453684,0.939197738166381,512,4.461560025811195,0.4722743924790787,-1.1413350701332092,0.9193066008065944,1024,True
